word;polarity;Retranslation
uitlijnen;1;aligner
uitlijning;1;alignement
voedsel;1;alimentaire
voedsel;1;alimentaire
macht;1;puissance
diervoeders;1;aliments pour animaux
lid;1;Membres
ALIQUOT;1;ALIQUOTE
borstvoeding;1;allaitement maternel
borstvoeding;1;allaitement maternel
verleiden;1;séduire
verleidelijke;1;séduisant
gaan;1;aller
trouw;1;mariage
allegorie;1;Allégorie
allegorische;1;allégorique
vreugde;1;joie
Allegro;1;Allegro
Duits;1;Allemand
Fetch;1;Fetch
legering;1;en alliage
Alliance;1;Alliance
combineren;1;moissonneuse-batteuse
begunstigde;1;bénéficiaire
toewijzing;1;allocation
toespraak;1;discours
rek;1;grille
toewijzen;1;Assign
ontsteking;1;inflammation
overeenkomen met;1;match de football
alluviale;1;alluviales
Almanak;1;Almanach
Aloha;1;Aloha
Alouette;1;Alouette
alfabet;1;alphabet
alfabetische;1;alphabétique
Bergbeklimmer;1;Alpiniste
alternatief;1;solution de rechange
alternatieve;1;solution de rechange
hoogte;1;hauteur
Alto;1;Alto
alveolaire;1;alvéolaire
coax;1;câble coaxial
amandel;1;amande
minnaar;1;amant
ligplaats;1;emplacement
Moor;1;Moor
verhogen;1;augmentation
Ambassade;1;Ambassade
Ambassadeur;1;Ambassadeur
sfeer;1;atmosphère
Ambient;1;Ambiante
ambitie;1;ambition
Amber;1;Ambre
ambrer;1;Martine
s ziel? uw;1;âme de s ? votre
verbetering van de;1;amélioration de la
verbeteren;1;améliorer
Amen;1;Amen
ontwikkeling;1;développement
landschapsarchitectuur;1;architecture du paysage
Amendement;1;Amendement
wijzigen;1;changer
Amenity;1;Agrément
Amethist;1;Améthyste
vriendelijke;1;amicale
Admiraal;1;Amiral
Admiralty;1;Amirauté
vriendschap;1;amitié
Amnesty;1;Amnesty
boot;1;bateau
Primer;1;Apprêt
beginnen;1;Début
liefde;1;amour
Verliefd;1;Amoureux
amfibische;1;amphibie
amfitheater;1;amphithéâtre
ruime;1;spacieux
schaal;1;échelle
amplificatie;1;amplification
Amplify;1;Amplifier
amplitude;1;amplitude
amulet;1;Amulette
leuk;1;amusement
leuk;1;amusement
leuk gezicht;1;joli visage
leuk;1;amusement
jaar;1;année
analogie;1;analogie
analoge;1;analogiques
analoge;1;analogiques
analyseren;1;analyser
Analyzer;1;Analyseur de
Analist;1;Analyste
Analytics;1;Analytique
Ananas;1;Ananas
Anatomie;1;Anatomie
anatomische;1;anatomiques
voorouderlijke;1;ancestral
voorouder;1;pour les plus âgés
veteraan;1;ancien combattant
anciënniteit;1;ancienneté
anker;1;ancre
anker;1;ancre
Anemone;1;Anémone
Ezel;1;Âne
Angel;1;Ange
Angelique;1;Angelique
angiografie;1;angiographie
hoek;1;coin
hoekige;1;angulaire
watervrij;1;anhydre
animatie;1;Animation
Annalen;1;Annales
ring;1;bague
jaar;1;année
Bijlage;1;L’annexe
Bijlage;1;L’annexe
annexatie;1;annexion
verjaardag;1;anniversaire
aankondiging;1;annonce
aankondigen;1;Annonçant
aantekening;1;Remarque
aantekeningen maken;1;prendre des notes
Directory;1;Annuaire
ringvinger;1;annulaire
Cove;1;Cove
geschiedenis;1;histoire
antenne;1;antenne
eerder;1;précédemment
Bloemlezing;1;Anthologie
Antropologie;1;Anthropologie
antibioticum;1;antibiotique
anticipatie;1;anticipation
anticiperen op;1;anticipant
tegengif;1;antidote
Antimycoticum;1;Drogue antifongique
Antelope;1;Antilope
antiquair;1;antiquaire
antieke;1;antique
antiseptische;1;antiseptique
antiviral;1;antiviral
Augustus;1;Août
aorta;1;aorte
kalmeren;1;Du calme
rustgevende;1;apaisant
Zie;1;Voir
aperitief;1;apéritif
Plumb;1;Fil à plomb
Apogee;1;Apogee
Apologetiek;1;Apologétique
apologeet;1;apologiste
Apostolische;1;Apostolique
apostrof;1;apostrophe
Apostel;1;Apôtre
apparaat;1;appareil
kachel;1;poêle
apparaat;1;appareil
Appartement;1;Appartement
Appartement terras;1;Appartement terrasse
insteller van het beroep;1;appelant
oproep;1;appel
Aanhangsel;1;Annexe
smakelijk;1;savoureux
eetlust;1;appétit
juich;1;Bienvenue
applaus;1;applaudissements
toepasselijkheid;1;applicabilité
toepassing;1;application
toepassing;1;application
toepassing;1;application
brengen;1;apporter
affix;1;affixe
belangrijke;1;important
Geniet van;1;Profitez de
waardering;1;cote
Leren;1;D’apprentissage
leren;1;d’apprentissage
Primer;1;Apprêt
temmen;1;Mégère
Temmen;1;Mégère
aanpak;1;approche
verdiepen;1;approfondir
appropirees;1;appropirees
eigendom;1;propriété
goedkeuren;1;approuver les
levering;1;livraison
levering;1;livraison
onderlinge aanpassing;1;rapprochement
ongeveer;1;sur
ondersteuning;1;prise en charge
na de middag;1;après midi
vermogen;1;puissance
opruiming;1;prix
Aqua;1;Aqua
Aquarium;1;Aquarium
aquatische;1;aquatique
aquaduct;1;aqueduc
akkerbouwgewassen;1;cultures arables
Arbiter;1;Arbitre
bemiddelen;1;médiation
struik;1;Bush
ARC;1;ARC
Arcade;1;Arcade
Ark;1;Ark
Archeologie;1;Archéologie
Archeologische;1;Archéologiques
archeoloog;1;archéologue
Archer;1;Archer
Archetype;1;Archétype
Aartsbisschop;1;Archevêque
archipel;1;archipel
Architect;1;Architecte
het platform;1;la plate-forme
Archivering;1;Archivage
Archief;1;Archives
Archieven;1;Archives
Arctic;1;Arctique
Leisteen;1;Ardoise
Arena;1;Arena
tepelhof;1;aréole
geld;1;argent
contant geld;1;trésorerie
Zilver verzamelen;1;Collecte d’argent
Zilver;1;Silver
zilverwerk;1;argenterie
klei;1;argile
Aristocraat;1;Aristocrate
aristocratie;1;aristocratie
aristocratische;1;aristocratique
rekenkundige operatoren;1;opérateurs arithmétiques
arm;1;bras
wapen;1;arme
Kabinet;1;Armoire
Armor;1;Armure
aroma;1;arôme
enquête;1;enquête sur les
landmeter;1;arpenteur-géomètre
Fix;1;Difficulté
regeling;1;schéma
bestelling;1;Ordonnance
storting;1;dépôt
terug land;1;arrière pays
achtergrond;1;arrière-plan
Stow;1;Stow
aangekomen: aankomst;1;arrivée : arrivée
arriveren;1;arrivent
komen op;1;Allez
ronde;1;tour
kunst;1;art
kunst van het portret;1;art du portrait
spreken in het openbaar;1;parler en public
slagader;1;artère
Arthropod;1;Arthropode
artisjok;1;artichaut
Artikel;1;Article
Gezamenlijke;1;Articulation
articuleren;1;articuler
Gunner;1;Artilleur
ambachtsman;1;artisan
ambachtelijke;1;Craft
ambachten;1;métiers d’art
kunstenaar;1;artiste
artistieke;1;artistique
ACE;1;ACE
afkomst;1;origine
Lift;1;Ascenseur
Hemelvaart;1;Ascension
aspartaam;1;aspartame
aspect;1;aspect
aspirant;1;aspirants
schoon te maken;1;pour nettoyer
seizoen;1;saison
kruiden;1;fines herbes
Vergadering;1;Réunion
monteren;1;Mont
voltallige vergadering;1;Assemblée plénière
Vergadering;1;Réunion
bewering;1;réclamation
beoordelaar;1;évaluateur
presentielijst;1;liste de présence
plaat;1;plaque
assimilatie;1;assimilation
assimileren;1;assimiler les
wonen;1;vivre
wonen;1;vivre
Vereniging;1;Association
Charitatieve vereniging;1;Association de bienfaisance
Koppelen;1;Qui relie
assortiment;1;gamme
versoepeling;1;d’accélération
demping;1;d’amortissement
bevrediging;1;gratification
verzekering;1;assurance
zorgen;1;fournir
zeker;1;sûr que
verzekeraar;1;assureur
sterretje;1;astérisque
Astral;1;Astral
Astral;1;Astral
Ster;1;Star
Astrologie;1;Astrologie
astroloog;1;astrologue
Astronaut;1;Astronaute
astronoom;1;astronome
Astronomie;1;Astronomie
asymptotische;1;asymptotique
Workshop;1;Atelier
Bindery;1;Façonnage
atleet;1;athlète
Atletische;1;Athlétique
Atletiek;1;Athlétisme aux Jeux
Atlas;1;Atlas
sfeer;1;atmosphère
atmosferische;1;atmosphériques
atol;1;Atoll
Atoom;1;Atomique
actief;1;Actif
Atrium;1;Atrium
hechten;1;Fixez
koppelen;1;qui relie
bijlage;1;L’annexe
attanchants;1;attanchants
REACH;1;PORTÉE
kink in de kabel;1;attelage de remorque
splint;1;attelle
Toevoegen;1;Ajouter
aangesloten;1;relié
attentionner;1;attentionner
attentonnee;1;attentonnee
verzachten;1;adoucir
land;1;pays
landing;1;d’atterrissage
certificaat;1;certificat
attest;1;certificat
parafernalia;1;tout l’attirail
attractie;1;attraction
Stoke City;1;Stoke City
attractie;1;attraction
aantrekkelijkheid;1;attraction
Sue;1;Sue
toewijzen;1;Assign
kenmerk;1;caractéristique
Award;1;Prix
kudde;1;troupeau
boter;1;beurre
in het midden;1;dans le milieu
schilderachtige;1;Scenic
chocolade;1;chocolat
in de hoek van het vuur;1;dans le coin du feu
Curry;1;Curry
in galop;1;au galop
in de Goa' t van boter;1;dans le Goa ' t de beurre
willekeurig;1;au hasard
melk;1;lait
onder de Microscoop;1;sous le microscope
in het midden van;1;au milieu de
aan de macht;1;au pouvoir
aan de bovenkant;1;dans la partie supérieure
Boon;1;Bean
Dawn;1;Dawn
Hostel;1;Auberge de jeunesse
herbergier;1;aubergiste
vet;1;matières grasses
hoorbaarheid;1;audibilité
Hoorbaar;1;Audible
audit;1;vérification
audit;1;vérification
auditie;1;audition
Auditorium;1;Auditorium de la
Trog;1;Auge
augur;1;augur
Auguste;1;Auguste
Kapelaan;1;Aumônier
eerder;1;précédemment
Aura;1;Aura
Halo;1;Halo
Aurore;1;Aurore
koningspaar;1;monarques
altaar;1;autel
authenticiteit;1;authenticité
verificatie;1;authentification
verifiëren;1;Vérifier
authentiek;1;authentique
Auto;1;Voiture
autobiografie;1;autobiographie
bus;1;bus
Aboriginal;1;Autochtones
handtekening;1;signature
Automatisch;1;Automatiquement
auto;1;voiture
toestaan;1;permettre à
vergunning;1;licence
autoriteit;1;autorité
Snelweg;1;Autoroute
zelfvoorziening;1;autosuffisance
luifel;1;canopée
in het gras;1;dans l’herbe
de meerdere functie;1;la fonction de multiples
Apple;1;pomme
downstream;1;en aval
slikken;1;déglutition
voorschot;1;Advance
vooruit;1;vers l’avant
Vooruitgang;1;Progrès
Beweeg langzaam;1;Déplacer lentement
onderarm;1;avant-bras
voordat de bewaker;1;avant la garde
voordat u over;1;avant de définir
voordeel;1;avantage
voordeel;1;avantage
Avatar;1;Avatar
met aandacht;1;en accordant une attention
terloops;1;par hasard
met dezelfde intensiteit;1;avec la même intensité
matiging;1;modération
spaarzaam;1;avec parcimonie
zorgvuldig;1;soigneusement
met de nodige voorzichtigheid;1;avec prudence
Met wat;1;Avec quoi
serieus;1;au sérieux
met grote verfijning;1;avec grand raffinement
Rider;1;Rider
komst;1;Advent
toekomstige;1;future
komst;1;Advent
Avenue;1;Avenue
worden;1;être
voorzijde;1;avant
waarschuwen;1;mettre en garde
Vlieger;1;Cerf-volant
Luchtvaart;1;Aviation
vliegtuig;1;avion
Houd op de hoogte;1;Tenir à jour
heb vertrouwen;1;avoir la foi
hebben het in voorraad;1;avoir en stock
de manier;1;la façon dont
doel;1;objectif
gebruik;1;utilisation
heb een account;1;avoir un compte
as;1;comme
centrale as;1;axe central
Wegverbinding;1;Voie de raccordement
axiale;1;axial
axiomatische;1;axiomatique
axiom;1;Axiom
Azimut;1;Azimut
Azur;1;Azur
Compact;1;Compact
baby sitter;1;Baby sitter
Bachelor's degree;1;Baccalauréat
Baccarat;1;Baccarat
Bachelor in Bachelor;1;Bachelier en Bachelor
Backgammon;1;Jacquet
Badge;1;Insigne
scherts;1;gouaille
grapje;1;Plaisanterie
Bagage;1;Bagages
Porter;1;Porter
ring;1;bague
ring: orthodontische ringen;1;anneau : bagues orthodontiques
Toverstaf;1;Baguette magique
Bai | Bay;1;Bai | Baie
Bad;1;Salle de bain
lease;1;contrat de location
verhuurder;1;locateur
donor: middelen;1;donateur : ressources
Bad;1;Salle de bain
Kus;1;Baiser
rit;1;Ride
bezem;1;genêt à balais
saldo;1;Balance
Swingen;1;Se balancer
Swing;1;Swing
balkon;1;balcon
luifel;1;canopée
Ballad;1;Ballade
ballast;1;ballast
Veiligheidsschakelingen;1;Circuits de sécurité
Ballet;1;Ballet
bal;1;Ball
Basketbal;1;Basket-ball
Nerd;1;Nerd
Balsam;1;Baumier
Balsamico;1;Balsamique
balustrade;1;balustrade
banaan;1;banane
Bank;1;Banque
Strip tekenen;1;Signes de bande
videoband;1;cassette vidéo
aanhangwagen;1;remorque
Bander;1;Bagueur
banner;1;bannière
banjo;1;Banjo
Bank;1;Banque
Feestzaal;1;Installations pour banquets
Bankier;1;Banquier
doopsel;1;baptême
doop;1;baptême
Huis;1;Maison
barbecue;1;BBQ
bebaarde man;1;homme barbu
Channel catfish;1;Barbue de rivière
klit;1;bardane
Bard;1;Bard
grind;1;gravier
vat;1;baril
barman;1;barman
barometer;1;baromètre
Baron;1;Baron
Barok;1;Baroque
boot;1;bateau
platte bodem boot;1;bateau à fond plat
Haarspeldje;1;Barrette
bariton;1;baryton
database;1;base de données
Basis bal;1;Base Ball
Base;1;Base de
Basiliek;1;Basilique
Basketbal;1;Basket-ball
Basketbal;1;Basket-ball
laag aarde;1;basse terre
bekken;1;bassin
bekken;1;bassin
fagot;1;basson
Bastion;1;Bastion
boot;1;bateau
Steamboat;1;Bateau à vapeur
bathymetrie;1;bathymétrie
gebouw;1;bâtiment
bouwen;1;construire
Bouwer;1;Builder
hype;1;hype
batterij;1;batterie
Chat;1;Chat
slabbetje;1;bavoir
slabbetje;1;bavoir
Beagle;1;Beagle
Beat;1;Beat
Bliss;1;Bliss
mooie jongen;1;beau garçon
schoonheid;1;beauté
baby;1;bébé
tuit;1;bec verseur
fiets;1;Vélo
Spade;1;Bêche
bekerglas;1;bécher
graven;1;tombes
donut;1;Donut
Belvedere;1;Belvedere
zegen;1;bénédiction
winst;1;but lucratif
begunstigde;1;bénéficiaire
voordeel;1;avantage
gunstig;1;Idéalement
Vrijwilliger;1;De bénévolat
Vrijwilliger;1;De bénévolat
zegenen;1;bénisse
goedaardige;1;bénigne
kruk;1;Tabouret
wieg;1;station d’accueil
Rock;1;Rock
Lullaby;1;Berceuse
bergamot;1;bergamote
Berge;1;Berge
Herder;1;Berger
Berlijn;1;Berlin
Sedan;1;Berline
noodzaak;1;besoin
vee;1;bovins
beton;1;béton
boter;1;beurre
boter;1;beurre
Bibliografie;1;Bibliographie
Bibliothecaris;1;Bibliothécaire
Bibliotheek;1;Bibliothèque
Bijbelse;1;Biblique
DOE;1;FAIRE
dubbelgelaagde;1;double épaisseur
Fiets;1;Vélo
OK;1;Bien
volledige eigendom;1;pleine propriété
Nou hou;1;Eh bien l’amour
welzijn;1;protection sociale
liefdadigheid;1;organisme de bienfaisance
Biënnale;1;Biennale
decorum;1;décorum
grote;1;grande
bier;1;bière
tweewekelijkse;1;toutes les deux semaines
Jewel;1;Bijou
sieraden;1;bijoux
bilaterale;1;bilatérale
tweetalige;1;bilingue
Biljart;1;Table de billard
bal;1;Ball
ticket;1;billet
tweemaandelijks;1;deux fois par mois
binaire;1;binaire
Verrekijker;1;Jumelles
binomiale verdeling;1;distribution binomiale
binomiale verdeling;1;distribution binomiale
biogenese;1;biogenèse
biograaf;1;biographe
Biografie;1;Biographie
Biologie;1;Biologie
Biosfeer;1;Biosphère
tweepartij;1;partie deux
BIB;1;BAVOIR
cracker zoute;1;biscuit salé
Bise;1;Bise
schuine rand;1;coupe en biseau
schuine rand;1;coupe en biseau
Kus;1;Baiser
bits;1;bit
blagant;1;blagant
grap;1;blague
grap;1;blague
witheid;1;blancheur
Wasserij;1;Blanchisserie
wapenschild;1;des armoiries
malen van tarwe;1;broyage du blé
Hemelsblauw;1;Bleu ciel
Amerikaanse overalls;1;À bretelles
lavendel blauw;1;bleu lavande
afscherming;1;Forclusion
blok van rock;1;bloc de roche
Blond;1;Blonde
Blonde: blonde;1;Blonde : blonde
blouse;1;chemisier
pot;1;pot
jar;1;jar
bug;1;bug
drankje;1;boisson
hout;1;bois
brandhout;1;bois de chauffage
bossen;1;forêts
Bushel;1;Boisseau
drankje;1;boisson
vak;1;boîte de
vak;1;boîte de
Blikje;1;Canette de
Nachtclub;1;Boite de nuit
geval;1;cas
Kom;1;Venez
etensbak;1;bol de nourriture
goede;1;bon
Candy;1;Candy
Taffy;1;Taffy
Bond;1;Bond
geluk;1;chance
goede bewaker;1;bon gardien
goede wil;1;bonne volonté
Bonnet;1;Bonnet
kousen en sokken;1;bas et chaussettes
goedheid;1;bonté
bonus;1;bonus
Boomerang;1;Boomerang
Boost;1;Coup de pouce
grens;1;frontière
Broadside;1;Broadside
Boreale;1;Boréale
Boreale;1;Boréale
beperkt aantal kilometers;1;Kilométrage limité
Grove;1;Grove
Boston;1;Boston
Plantkunde;1;Botanique
botanicus;1;botaniste
boot;1;bateau
GLB;1;CAP
d oor lus;1;Boucle d oreille
lus;1;boucle
schild;1;Bouclier
boei;1;bouée
Levenslijn;1;Ligne de vie
kandelaar;1;chandelier
kaars;1;bougie
Waterkoker;1;Bouilloire
Bouillon;1;Bouillon
bakkerij;1;Boulangerie
bal;1;Ball
bal van vuur;1;boule de feu
sneeuwbal;1;boule de neige
Bulldog;1;Bouledogue
Boulet;1;Boulet
knoedel;1;boulette
bout;1;boulon
bout;1;boulon
boeket;1;bouquet
Bud;1;Bud
Kompas;1;Boussole
geestigheid;1;Wit
fles;1;bouteille
Winkel;1;Boutique
knop;1;bouton
vak;1;boîte de
Boxer;1;Boxer
Boxer;1;Boxer
Armband;1;Bracelet
brachialis;1;brachiale
brainstormen;1;remue-méninges
tak;1;Direction générale de la
Plug;1;Fiche
Gill;1;Gill
Brandy;1;Brandy
branhcee;1;branhcee
arm;1;bras
rechter arm;1;bras droit
brouwen;1;brassage
BROUWEN;1;BRASSAGE
dappere;1;Brave
moed;1;courage
schapen;1;moutons
korte;1;court
oprit;1;entrée de garage
octrooi;1;brevet
octrooi;1;brevet
schroot;1;ferraille
Tinker;1;Tinker
kort;1;court
Brigade;1;Brigade
strand;1;Plage
baksteen;1;brique
Brokaat;1;Brocart
brochure;1;brochure
Borduur;1;Broderie
borduurwerk;1;broderie
beaded embroidery;1;broderie perlée
Tan;1;Tan
Brons;1;Bronze
Tan;1;Tan
borstel;1;brosse
kruiwagen;1;brouette
ontwerp;1;conception
Bush;1;Bush
ruisende | ruisen van trommel;1;se précipitant | son du tambour
Brown;1;Brown
Brown: Brown;1;Brown : marron
Brunet;1;Brunet
mondelinge;1;par voie orale
logboek;1;Journal
begroting;1;budget
begroting;1;budget
buffet;1;buffet
Bush;1;Bush
Bubble;1;Bulle
nieuwsbrief;1;Bulletin d’information
Bungalow;1;Maison de plain-pied
Office;1;Bureau
burleske;1;burlesque
buste;1;buste
doel;1;objectif
boterachtig;1;beurré
cabine;1;cabine
cabine voor kind;1;cabane pour enfant
Cabaret;1;Cabaret
cabine;1;cabine
luxe cabine;1;cabine de luxe
cockpit;1;poste de pilotage
Speciale cabine;1;Cabine spéciale
Kabinet;1;Armoire
draad;1;thread
gekrulde;1;bouclés
cabriolet;1;Cabriolet
cacao;1;cacao
Kasjmier;1;Cachemire
winkelwagentje;1;panier d’achat
cadeau;1;cadeau
Cadans;1;Cadence
tempo;1;rythme
Cadet;1;Cadet
Wijzerplaat;1;Cadran
Zonnewijzer;1;Cadran solaire
kader;1;cadre
koffie;1;café
Café restaurant;1;Café-restaurant
krat;1;Caisse
Notebook;1;Ordinateur portable
Pebble;1;Pebble
Cairn;1;Cairn
Fonds;1;Fonds
Computable;1;Calculable
Rekenmachine;1;Calculatrice
Rekenmachine: Calculator;1;Calculatrice : calculatrice
berekenen;1;calculer
Rekenmachine;1;Calculatrice
Woordspeling;1;Jeu de mots
kalender;1;calendrier
kaliber;1;calibre
Kalibreren;1;Calibrer
kelk;1;calice
Calico;1;Calicot
knuffel;1;câlin
knuffelen;1;étreindre
Kalligrafie;1;Calligraphie
rustig;1;calme
calorimeter;1;calorimètre
Trace;1;Trace
laag;1;faible
Kameraad;1;Camarade
klasgenoot;1;camarade de classe
Playmate;1;Playmate
kameraadschap;1;camaraderie
Camber;1;Carrossage
Cam;1;Cam
camer;1;camer
Chameleon;1;Caméléon
cameraman;1;caméraman
cameraman;1;caméraman
vrachtwagen;1;camion
Van;1;Par
kamp;1;camp de
campagne;1;campagne de
kamp;1;camp de
Camping;1;Camping
Camping;1;Camping
Campus;1;Campus de
sofa;1;canapé
Eend;1;Canard
mannelijke eend;1;canard mâle
Canarische;1;Canaries
toepassing;1;application
Poedel;1;Caniche
Canine;1;Canine
Canine;1;Canine
Canine;1;Canine
Cannelure;1;Cannelure
kaneel;1;cannelle
Kano;1;Canoë
canonieke;1;canonique
reddingsboot;1;embarcation de sauvetage
Kanovaren;1;Canoë-kayak
Cantilever;1;Cantilever
kantine;1;cantine
lied;1;chanson
Kanton;1;Canton
GLB;1;CAP
staat;1;État
capaciteit;1;capacité
capillair;1;tube capillaire
Kapitein;1;Capitaine
kapitaal;1;capital
eigen vermogen;1;capitaux propres
Capitol;1;Capitol
Korporaal;1;Caporal
Hood;1;Hotte
boeiend;1;fascinant
Hoodie;1;Chandail à capuchon
GLB;1;CAP
Hemd;1;Chemise
redelijkheid;1;caractère raisonnable
karakteriseren;1;caractériser les
functie;1;fonction
Karaf;1;Décanteur
Karamel;1;Caramel
Shell;1;Coquille
Karaat;1;Carat
Caravan;1;Caravane
brandstof;1;carburant
Vest;1;Gilet
Kardinaal;1;Cardinal
strelen;1;caressant
strelen;1;caressant
Carex;1;Carex
lading;1;charge
Caribou;1;Caribou
klokkenspel;1;carillon
Peal;1;Peal
Peal;1;Peal
Carlin;1;Carlin
Anjer;1;Carnation
Boek;1;Livre
Carrer;1;Carrer
tegel;1;tuile
tegels;1;carreaux
tegel;1;tuile
ronduit;1;carrément
Camber;1;Carrossage
Carrousel;1;Carrousel
bouwen;1;construire
Binder;1;Binder
kaart;1;carte
toewijzing;1;allocation
kaart;1;carte
karton;1;carton
caseïne;1;caséine
kazerne;1;caserne
Locker;1;Locker
Casino;1;Casino
